source,target,weight,avg_streams,country_code,year
roots rock,trap,1,287062.0,gb,2017
electro house,electro house,1,377525.0,gb,2017
drill,drill,1,276242.0,gb,2017
grime,rock,1,3897809.0,gb,2017
folk,grime,1,3897809.0,gb,2017
folk,hip hop,1,3897809.0,gb,2017
disco house,soul,1,15482385.0,gb,2017
disco house,indie soul,1,15482385.0,gb,2017
indie soul,tropical house,1,15482385.0,gb,2017
house,indie soul,1,15482385.0,gb,2017
dance,indie soul,1,15482385.0,gb,2017
funk,r&b,1,7137361.0,gb,2017
funk,reggae,1,7137361.0,gb,2017
r&b,reggae,1,7137361.0,gb,2017
pop,trip hop,1,273885.0,gb,2017
electro,trip hop,1,273885.0,gb,2017
indie soul,trip hop,1,273885.0,gb,2017
indietronica,trip hop,1,273885.0,gb,2017
electro,jazz,1,273885.0,gb,2017
indie soul,jazz,1,273885.0,gb,2017
indietronica,jazz,1,273885.0,gb,2017
indie soul,ninja,1,273885.0,gb,2017
indietronica,ninja,1,273885.0,gb,2017
indie soul,indietronica,1,273885.0,gb,2017
indietronica,indietronica,1,273885.0,gb,2017
latin,rap,1,250085.0,gb,2017
new wave,tropical house,1,51595361.0,gb,2017
electropop,new wave,1,51595361.0,gb,2017
disco house,disco house,1,8807532.0,gb,2017
disco house,techno,1,8807532.0,gb,2017
house,techno,1,8807532.0,gb,2017
dance,techno,1,8807532.0,gb,2017
dance,dance,1,8807532.0,gb,2017
indie,indie pop rap,1,232807.0,gb,2017
house,pop house,1,258832.0,gb,2017
dancehall,latin,1,5397731.0,gb,2017
latin,pop rap,1,5397731.0,gb,2017
dancehall,tropical,1,5397731.0,gb,2017
pop rap,tropical,1,5397731.0,gb,2017
dancehall,other,1,5397731.0,gb,2017
francoton,tropical house,1,293786.0,gb,2017
electropop,francoton,1,293786.0,gb,2017
electro,folk,1,224938.0,gb,2017
dance,indie pop,1,773909.0,gb,2017
indie pop,urban contemporary,1,773909.0,gb,2017
indie pop,indie pop,1,11063125.0,gb,2017
dance pop,jazz,1,742405.0,gb,2017
dance pop,easy listening,1,742405.0,gb,2017
electro house,pop house,1,538496.0,gb,2017
electropop,pop house,1,538496.0,gb,2017
adult standards,r&b,1,529401.0,gb,2017
adult standards,jazz,1,529401.0,gb,2017
adult standards,rock,1,529401.0,gb,2017
jazz,r&b,1,529401.0,gb,2017
jazz,jazz,1,529401.0,gb,2017
jazz,rock,1,529401.0,gb,2017
r&b,swing,1,529401.0,gb,2017
swing,swing,1,529401.0,gb,2017
rock,swing,1,529401.0,gb,2017
rock,urban contemporary,1,3589666.0,gb,2017
indie,synthpop,1,229454.0,gb,2017
indie,other,1,229454.0,gb,2017
electro,synthpop,1,229454.0,gb,2017
dance,synthpop,1,229454.0,gb,2017
lounge,swing,1,1160665.0,gb,2017
easy listening,lounge,1,1160665.0,gb,2017
pop,swing,1,1160665.0,gb,2017
hip hop,k-pop,1,342585.0,gb,2017
k-pop,rap,1,342585.0,gb,2017
k-pop,trap,1,342585.0,gb,2017
k-pop,pop rap,1,342585.0,gb,2017
electro,k-pop,1,342585.0,gb,2017
electro house,k-pop,1,342585.0,gb,2017
k-pop,tropical house,1,342585.0,gb,2017
house,k-pop,1,342585.0,gb,2017
dance pop,k-pop,1,342585.0,gb,2017
indie soul,pop rap,1,5406182.0,gb,2017
indie r&b,pop rap,1,5406182.0,gb,2017
moombahton,r&b,1,2258653.0,gb,2017
azonto,r&b,1,2258653.0,gb,2017
afropop,urban contemporary,1,2258653.0,gb,2017
dancehall,urban contemporary,1,2258653.0,gb,2017
azonto,urban contemporary,1,2258653.0,gb,2017
afropop,trap,1,2258653.0,gb,2017
azonto,trap,1,2258653.0,gb,2017
europop,r&b,1,5207357.0,gb,2017
europop,urban contemporary,1,5207357.0,gb,2017
europop,rap,1,5207357.0,gb,2017
europop,pop rap,1,5207357.0,gb,2017
grime,pop rock,1,5207357.0,gb,2017
europop,grime,1,5207357.0,gb,2017
europop,hip hop,1,5207357.0,gb,2017
soul,urban contemporary,1,48814979.0,gb,2017
folk rock,rock,1,6250898.0,gb,2017
psychedelic rock,rock,1,6250898.0,gb,2017
mellow gold,rock,1,6250898.0,gb,2017
classic rock,rock,1,6250898.0,gb,2017
folk rock,pop,1,6250898.0,gb,2017
experimental,folk rock,1,6250898.0,gb,2017
pop,psychedelic rock,1,6250898.0,gb,2017
experimental,psychedelic rock,1,6250898.0,gb,2017
experimental,mellow gold,1,6250898.0,gb,2017
classic rock,pop,1,6250898.0,gb,2017
classic rock,experimental,1,6250898.0,gb,2017
deep pop r&b,grime,1,11408512.0,gb,2017
deep pop r&b,pop rap,1,11408512.0,gb,2017
metal,trap,1,442422.0,gb,2017
rap metal,trap,1,442422.0,gb,2017
grime,metal,1,442422.0,gb,2017
grime,rap metal,1,442422.0,gb,2017
funk,other,1,21145629.0,gb,2017
indie pop,indie r&b,1,279612.0,gb,2017
indie r&b,indietronica,1,279612.0,gb,2017
electropop,indie r&b,1,279612.0,gb,2017
hip hop,indietronica,1,279612.0,gb,2017
indie pop,trap,1,6450591.0,gb,2017
classical,indie,1,1948906.0,gb,2017
r&b,techno,1,38322925.0,gb,2017
disco house,europop,1,1704958.0,gb,2017
dance,europop,1,1704958.0,gb,2017
europop,tropical house,1,1704958.0,gb,2017
europop,house,1,1704958.0,gb,2017
country,urban contemporary,1,772870.0,gb,2017
country,hip hop,1,772870.0,gb,2017
country,pop rock,1,772870.0,gb,2017
country,europop,1,772870.0,gb,2017
classical,other,1,2469385.0,gb,2017
country,electropop,1,1719390.0,gb,2017
country pop,electropop,1,1719390.0,gb,2017
county rock,electropop,1,1719390.0,gb,2017
deep pop r&b,electro house,1,6660351.0,gb,2017
deep pop r&b,dubstep,1,6660351.0,gb,2017
house,indie pop,1,303859.0,gb,2017
indie pop,ninja,1,303859.0,gb,2017
ninja,tropical house,1,303859.0,gb,2017
dance pop,ninja,1,303859.0,gb,2017
indie pop,indie rock,1,1324234.0,gb,2017
indie pop,metal,1,1324234.0,gb,2017
indie pop,rap metal,1,1324234.0,gb,2017
indie rock,indietronica,1,1324234.0,gb,2017
indietronica,metal,1,1324234.0,gb,2017
indietronica,rap metal,1,1324234.0,gb,2017
metal,pop,1,1324234.0,gb,2017
pop,rap metal,1,1324234.0,gb,2017
electropop,metal,1,1324234.0,gb,2017
electropop,rap metal,1,1324234.0,gb,2017
new wave,pop rap,1,377014.0,gb,2017
new wave,trap,1,377014.0,gb,2017
country,lounge,1,2152260.0,gb,2017
afropop,dancehall,1,3062023.0,gb,2017
afropop,drill,1,3062023.0,gb,2017
funk,house,1,10513890.0,gb,2017
indie rock,rock,1,3793268.0,gb,2017
pop rock,rock,1,3793268.0,gb,2017
indie rock,r&b,1,3793268.0,gb,2017
indie rock,soul,1,3793268.0,gb,2017
disco,pop,1,284112.0,gb,2017
disco,hip hop,1,284112.0,gb,2017
pop,vogue,1,397943.0,gb,2017
hip hop,vogue,1,397943.0,gb,2017
r&b,soul,1,397943.0,gb,2017
r&b,vogue,1,397943.0,gb,2017
electro,escape room,1,397943.0,gb,2017
electro,vogue,1,397943.0,gb,2017
indie r&b,vogue,1,397943.0,gb,2017
escape room,soul,1,397943.0,gb,2017
soul,vogue,1,397943.0,gb,2017
afropop,funk,1,31988281.0,gb,2017
azonto,funk,1,31988281.0,gb,2017
jazz rap,pop,1,347432.0,gb,2017
hip hop,jazz rap,1,347432.0,gb,2017
disco house,r&b,1,2603175.0,gb,2017
grime,reggae,1,391860.0,gb,2017
rap,reggae,1,391860.0,gb,2017
electro house,rock,1,5223333.0,gb,2017
electro house,pop rock,1,5223333.0,gb,2017
dance pop,pop,316,9167863.537414966,gb,2018
hip hop,rap,279,6046465.289655172,gb,2018
pop,pop,263,9074409.477272728,gb,2018
hip hop,pop,200,7236191.62601626,gb,2018
pop rap,rap,198,5938757.345794393,gb,2018
hip hop,hip hop,192,4914117.78125,gb,2018
pop,pop rap,191,7306712.964285715,gb,2018
pop,tropical house,191,9263028.289719626,gb,2018
other,other,188,10664975.615384616,gb,2018
pop,rap,175,7754192.638655462,gb,2018
rap,trap,174,6983969.632653061,gb,2018
hip hop,pop rap,170,5191051.222222222,gb,2018
electro,pop,149,9858865.626373626,gb,2018
rap,rap,144,6043084.925925926,gb,2018
hip hop,trap,135,5136791.773333333,gb,2018
dance pop,tropical house,129,9783876.81081081,gb,2018
pop rap,trap,124,6308666.422535211,gb,2018
dance pop,pop rap,113,8048892.319444444,gb,2018
dance pop,hip hop,106,7336436.735294118,gb,2018
dance pop,dance pop,104,9302497.23076923,gb,2018
dance pop,electro,103,10507400.323943663,gb,2018
pop,trap,98,7473092.087719297,gb,2018
electropop,pop,97,6566840.457627119,gb,2018
grime,hip hop,94,6233882.382978722,gb,2018
dance pop,rap,85,8236942.736842105,gb,2018
other,pop,77,9452779.054054054,gb,2018
pop rap,pop rap,75,6481354.711538463,gb,2018
dance,pop,66,11729801.272727272,gb,2018
house,pop,64,9554113.825,gb,2018
pop,r&b,62,9293361.755555555,gb,2018
dance pop,electropop,59,8448001.75,gb,2018
dance pop,other,58,9290879.607142856,gb,2018
electro,tropical house,57,11318442.027027028,gb,2018
trap,trap,56,5449290.0,gb,2018
dance pop,trap,53,8335741.909090909,gb,2018
hip hop,r&b,50,4578354.0,gb,2018
hip hop,tropical house,50,11025614.28125,gb,2018
r&b,rap,46,6280428.527777777,gb,2018
pop rap,tropical house,40,8571584.884615384,gb,2018
electro house,pop,40,12254683.666666664,gb,2018
tropical house,tropical house,39,9840259.484848484,gb,2018
pop rap,r&b,37,9416091.535714284,gb,2018
electropop,tropical house,37,8913270.518518519,gb,2018
dancehall,hip hop,35,7235059.695652174,gb,2018
dance,dance pop,35,14396386.74074074,gb,2018
dance pop,house,33,11154102.25,gb,2018
electro,pop rap,33,8279875.392857143,gb,2018
electro,hip hop,32,7518280.761904762,gb,2018
electro,electropop,31,9577254.961538462,gb,2018
rap,tropical house,30,9059092.318181818,gb,2018
dancehall,pop,30,9861930.0,gb,2018
dance pop,r&b,28,10118093.153846154,gb,2018
grime,rap,28,6939999.444444444,gb,2018
electro,rap,28,7006035.0,gb,2018
latin,pop,27,10035113.785714284,gb,2018
dance,tropical house,26,12165717.363636363,gb,2018
house,tropical house,26,11235788.222222222,gb,2018
pop,urban contemporary,25,5587260.75,gb,2018
pop,soul,24,8697881.38095238,gb,2018
electro,house,24,9161720.133333333,gb,2018
dance pop,dancehall,24,9061665.5,gb,2018
drill,hip hop,24,7824724.0,gb,2018
hip hop,soul,23,2853707.3,gb,2018
grime,grime,23,2316875.9285714286,gb,2018
rap,urban contemporary,23,6106106.705882353,gb,2018
hip hop,house,23,11245672.8,gb,2018
dance pop,electro house,23,13408501.5,gb,2018
dancehall,tropical house,22,10389952.875,gb,2018
rap,soul,21,7673524.368421053,gb,2018
funk,pop,21,12565096.666666664,gb,2018
pop rap,urban contemporary,20,7982116.384615385,gb,2018
hip hop,urban contemporary,20,7268549.153846154,gb,2018
moombahton,pop,19,6292554.666666668,gb,2018
electro,trap,19,8188495.733333332,gb,2018
trap,tropical house,19,8885758.75,gb,2018
electro,electro,19,9706115.05882353,gb,2018
pop,reggaeton,19,12186901.090909092,gb,2018
other,tropical house,18,5875632.2,gb,2018
dance pop,latin,18,5988584.363636362,gb,2018
dancehall,grime,17,4102020.0,gb,2018
hip hop,other,17,5459152.142857143,gb,2018
ninja,pop,16,7087037.0,gb,2018
indie pop,pop,16,7034601.166666668,gb,2018
dancehall,rap,16,9152241.5,gb,2018
dance,electro,15,9221543.615384616,gb,2018
dance,electropop,15,6228972.666666668,gb,2018
country,pop,15,8982544.285714285,gb,2018
hip hop,indie r&b,15,1354271.888888889,gb,2018
electropop,pop rap,15,8185895.25,gb,2018
r&b,trap,15,3674115.25,gb,2018
house,rap,15,9933167.909090908,gb,2018
electro,other,14,5227172.615384615,gb,2018
pop,tropical,14,4274825.571428572,gb,2018
afropop,pop,14,8946094.9,gb,2018
electro house,rap,14,5882047.0,gb,2018
new wave,other,14,1143001.0,gb,2018
pop rap,soul,13,10175617.0,gb,2018
dance pop,urban contemporary,13,4003414.272727273,gb,2018
afropop,hip hop,13,11344402.375,gb,2018
trap,urban contemporary,13,9032060.555555556,gb,2018
electro house,hip hop,13,5834351.181818183,gb,2018
electropop,hip hop,13,9360652.636363637,gb,2018
electro house,tropical house,13,11984096.3,gb,2018
funk,hip hop,12,5092926.714285715,gb,2018
dance pop,funk,12,16433340.3,gb,2018
electro house,pop rap,12,2770332.0,gb,2018
house,pop rap,12,4964413.2727272725,gb,2018
dance,pop rap,12,10423888.363636363,gb,2018
dance pop,soul,12,15605906.2,gb,2018
dance pop,reggaeton,12,7429843.375,gb,2018
electropop,rap,12,10388084.333333334,gb,2018
electropop,electropop,11,11674214.444444446,gb,2018
r&b,tropical house,11,14785716.9,gb,2018
other,pop rap,11,7670664.1,gb,2018
dance pop,moombahton,10,7035111.5,gb,2018
electropop,other,10,9702746.0,gb,2018
country,dance pop,10,13247722.444444446,gb,2018
pop,rock,10,8218474.333333332,gb,2018
indie r&b,rap,10,1584777.7142857143,gb,2018
electro,soul,10,19137683.55555556,gb,2018
soul,tropical house,10,19137683.55555556,gb,2018
electro,electro house,10,8651604.75,gb,2018
grime,pop,10,6867501.1,gb,2018
house,trap,10,10293001.75,gb,2018
dancehall,electro,10,7809914.5,gb,2018
latin,rap,10,12596427.142857146,gb,2018
dance,house,9,7136655.428571427,gb,2018
electropop,r&b,9,11743254.285714284,gb,2018
hip hop,latin,9,5809049.142857143,gb,2018
pop rap,pop rock,9,7419196.333333332,gb,2018
afropop,rap,9,8973579.5,gb,2018
electropop,house,9,12387568.444444446,gb,2018
afropop,tropical house,9,9760503.57142857,gb,2018
other,rap,9,2968499.5555555555,gb,2018
drill,grime,9,6505832.0,gb,2018
latin,pop rap,9,14322387.0,gb,2018
rap,reggaeton,9,14305038.666666664,gb,2018
afropop,dance pop,9,5789519.2,gb,2018
indie pop,tropical house,8,3554489.75,gb,2018
dance pop,tropical,8,2665723.6,gb,2018
pop rock,rap,8,6499938.875,gb,2018
pop,pop rock,8,12450968.625,gb,2018
electro house,electropop,8,12790902.875,gb,2018
indie r&b,pop rap,8,2041997.0,gb,2018
azonto,pop,8,4492184.666666667,gb,2018
electro,r&b,8,17044737.375,gb,2018
hip hop,indie pop,8,6462821.8,gb,2018
house,house,8,14427254.375,gb,2018
pop rap,reggaeton,8,14322387.0,gb,2018
dance pop,ninja,7,8209526.5,gb,2018
country,electropop,7,11733313.285714284,gb,2018
electro,indie pop,7,3273061.571428572,gb,2018
latin,reggaeton,7,13222423.0,gb,2018
pop,techno,7,8495669.57142857,gb,2018
electro house,r&b,7,9994890.714285716,gb,2018
adult standards,pop,7,1345562.0,gb,2018
dancehall,drill,7,11159369.833333334,gb,2018
r&b,r&b,7,12714675.4,gb,2018
electro house,trap,7,8439036.5,gb,2018
electropop,trap,7,10676184.6,gb,2018
dance,hip hop,7,5653119.166666668,gb,2018
grime,tropical house,7,8660666.142857144,gb,2018
latin,trap,7,12252131.8,gb,2018
funk,tropical house,7,15421115.333333336,gb,2018
country,tropical house,6,11126525.0,gb,2018
dance pop,indie pop,6,3613655.666666666,gb,2018
latin,tropical,6,4685374.5,gb,2018
electro,latin,6,9407198.833333334,gb,2018
funk,other,6,1499168.833333333,gb,2018
indie pop,pop rap,6,14424240.2,gb,2018
dubstep,rap,6,8877131.2,gb,2018
dancehall,pop rap,6,6611721.0,gb,2018
indie pop,rap,6,7981901.75,gb,2018
drill,rap,6,8489176.0,gb,2018
grime,house,6,1674054.25,gb,2018
hip hop,reggaeton,6,5650223.5,gb,2018
dance pop,grime,6,7797992.333333332,gb,2018
reggaeton,trap,6,14948342.5,gb,2018
dance,moombahton,5,4021052.0,gb,2018
hip hop,indie,5,1385483.0,gb,2018
azonto,rap,5,5699482.4,gb,2018
azonto,hip hop,5,5207045.0,gb,2018
funk,rap,5,4954245.0,gb,2018
electropop,indie pop,5,13085303.2,gb,2018
latin,latin,5,13222423.0,gb,2018
europop,tropical house,5,17776523.0,gb,2018
latin,tropical house,5,8289997.6,gb,2018
electropop,funk,5,8836082.2,gb,2018
electro,grime,5,1112776.75,gb,2018
dancehall,r&b,5,8799227.2,gb,2018
pop rap,rock,5,4399777.0,gb,2018
indie r&b,r&b,5,1862549.2,gb,2018
indie r&b,pop,5,2833198.666666666,gb,2018
indie r&b,trap,5,2467597.75,gb,2018
county rock,pop,5,12326444.25,gb,2018
county rock,dance pop,5,12326444.25,gb,2018
drill,tropical house,5,21601017.5,gb,2018
drill,pop,5,21601017.5,gb,2018
dubstep,hip hop,5,8877131.2,gb,2018
funk,pop rap,5,18670516.6,gb,2018
afropop,pop rap,5,6123232.4,gb,2018
hip hop,indietronica,5,10533569.0,gb,2018
dubstep,pop,5,25425335.8,gb,2018
house,r&b,5,13124208.4,gb,2018
electro house,house,5,13508047.75,gb,2018
dance,rap,5,6801549.4,gb,2018
grime,r&b,5,9543430.5,gb,2018
soul,trap,5,3088309.0,gb,2018
electro house,soul,5,12300808.5,gb,2018
dance,r&b,5,22735538.2,gb,2018
afropop,electro,5,3119807.5,gb,2018
azonto,dance pop,5,1938561.333333333,gb,2018
dance,ninja,4,3360428.5,gb,2018
grime,indie,4,1120042.0,gb,2018
funk,grime,4,2422819.5,gb,2018
grime,soul,4,1026192.0,gb,2018
dance pop,europop,4,15164369.25,gb,2018
dance,other,4,1337694.0,gb,2018
electropop,techno,4,13612624.5,gb,2018
other,r&b,4,4029440.0,gb,2018
other,soul,4,4011684.75,gb,2018
rock,tropical house,4,5668434.0,gb,2018
dance pop,k-pop,4,2598653.25,gb,2018
adult standards,hip hop,4,1107310.75,gb,2018
hip hop,rock,4,816356.0,gb,2018
indie pop,r&b,4,13994824.0,gb,2018
country pop,pop,4,15609652.333333336,gb,2018
country pop,dance pop,4,15609652.333333336,gb,2018
dancehall,house,4,10242570.5,gb,2018
azonto,pop rap,4,5988154.0,gb,2018
dancehall,funk,4,7118346.25,gb,2018
hip hop,pop rock,4,1312472.25,gb,2018
francoton,pop,4,4872887.5,gb,2018
dance pop,francoton,4,4872887.5,gb,2018
indietronica,rap,4,3070627.0,gb,2018
indie pop rap,rap,4,4956625.0,gb,2018
afropop,grime,4,10985784.5,gb,2018
electro house,other,4,15372533.75,gb,2018
house,other,4,5077902.666666667,gb,2018
dance,dancehall,4,2693018.75,gb,2018
house,soul,4,19048511.666666668,gb,2018
escape room,hip hop,4,532034.0,gb,2018
dance,trap,4,7333299.25,gb,2018
electro,reggaeton,4,12965939.5,gb,2018
electro,urban contemporary,4,5665238.25,gb,2018
tropical house,urban contemporary,4,5665238.25,gb,2018
indie,rap,3,1700774.333333333,gb,2018
azonto,grime,3,3067249.666666666,gb,2018
reggaeton,tropical,3,5758069.666666668,gb,2018
latin,other,3,3335027.666666666,gb,2018
electropop,latin,3,2551137.333333333,gb,2018
other,tropical,3,3335027.666666666,gb,2018
country,electro,3,20824632.0,gb,2018
country,electro house,3,20824632.0,gb,2018
grime,pop rap,3,11109704.333333334,gb,2018
r&b,techno,3,1534358.666666667,gb,2018
dance pop,rock,3,6310920.333333332,gb,2018
pop rock,tropical house,3,5124468.666666667,gb,2018
dance pop,pop rock,3,6310920.333333332,gb,2018
indie r&b,soul,3,1414163.333333333,gb,2018
electro,europop,3,22240768.666666668,gb,2018
jazz,pop,3,584123.6666666665,gb,2018
hip hop,jazz,3,650807.6666666665,gb,2018
afropop,drill,3,18196181.666666668,gb,2018
afropop,house,3,13511553.333333336,gb,2018
dubstep,pop rap,3,2050617.666666667,gb,2018
afropop,funk,3,8653069.666666666,gb,2018
indie pop,trap,3,3058926.5,gb,2018
indie pop rap,pop rap,3,4956625.0,gb,2018
other,trap,3,5237326.0,gb,2018
dance,soul,3,28076028.33333333,gb,2018
indie rock,pop,3,9798294.5,gb,2018
dance pop,indie rock,3,9798294.5,gb,2018
rap,rock,3,2113770.333333333,gb,2018
escape room,rap,3,395143.66666666674,gb,2018
latin,urban contemporary,3,929779.5,gb,2018
reggaeton,tropical house,3,12290184.333333336,gb,2018
moombahton,tropical house,3,8804010.5,gb,2018
moombahton,trap,3,5648287.5,gb,2018
ninja,trap,3,5648287.5,gb,2018
dancehall,dancehall,3,6815773.666666668,gb,2018
dancehall,trap,3,6675465.0,gb,2018
grime,indie r&b,3,547501.5,gb,2018
r&b,urban contemporary,3,5830136.666666668,gb,2018
afropop,electro house,3,2727488.0,gb,2018
dancehall,electro house,3,2727488.0,gb,2018
hip hop,moombahton,3,3507823.0,gb,2018
adult standards,dance pop,3,1738716.0,gb,2018
dance pop,drill,3,23514070.5,gb,2018
r&b,soul,3,7764014.5,gb,2018
azonto,electro,3,1938561.333333333,gb,2018
azonto,tropical house,3,1938561.333333333,gb,2018
grime,other,3,2331230.666666666,gb,2018
francoton,latin,2,1279221.5,gb,2018
francoton,reggaeton,2,1279221.5,gb,2018
dancehall,indie,2,1460258.5,gb,2018
tropical,tropical,2,8297580.5,gb,2018
hip hop,tropical,2,8297580.5,gb,2018
europop,house,2,11080154.5,gb,2018
electro,tropical,2,2289717.5,gb,2018
funk,latin,2,2289717.5,gb,2018
funk,tropical,2,2289717.5,gb,2018
tropical,tropical house,2,2289717.5,gb,2018
dance,latin,2,2289717.5,gb,2018
dance,tropical,2,2289717.5,gb,2018
funk,indie pop,2,2289717.5,gb,2018
dance,indie pop,2,2289717.5,gb,2018
indie pop,latin,2,2289717.5,gb,2018
indie pop,tropical,2,2289717.5,gb,2018
electropop,tropical,2,2289717.5,gb,2018
country,techno,2,23373219.5,gb,2018
other,urban contemporary,2,7531814.5,gb,2018
r&b,rock,2,7531814.5,gb,2018
rock,soul,2,7531814.5,gb,2018
rock,urban contemporary,2,7531814.5,gb,2018
pop rock,r&b,2,7531814.5,gb,2018
pop rock,soul,2,7531814.5,gb,2018
pop rock,urban contemporary,2,7531814.5,gb,2018
electro,k-pop,2,601694.5,gb,2018
electro house,k-pop,2,601694.5,gb,2018
k-pop,tropical house,2,601694.5,gb,2018
house,k-pop,2,601694.5,gb,2018
europop,pop,2,19248584.0,gb,2018
jazz funk,pop,2,396622.5,gb,2018
hip hop,jazz funk,2,396622.5,gb,2018
disco,pop,2,396622.5,gb,2018
disco,hip hop,2,396622.5,gb,2018
country pop,electropop,2,15550750.0,gb,2018
county rock,electropop,2,15550750.0,gb,2018
drill,other,2,19687964.5,gb,2018
drill,house,2,19687964.5,gb,2018
afropop,other,2,19687964.5,gb,2018
dancehall,other,2,19687964.5,gb,2018
